movieID,title,genres,imdbID,director,cast,runtime,language,rating_imdb,country
3125,"End of the Affair, The (1999)",Drama,172396,Neil Jordan,Ralph Fiennes|Stephen Rea|Julianne Moore|Heather-Jay Jones|James Bolam,102,English,7.1,United Kingdom|United States
3126,"End of the Affair, The (1955)",Drama,48034,Edward Dmytryk,Deborah Kerr|Van Johnson|John Mills|Peter Cushing|Michael Goodliffe,105,English,6.7,United Kingdom
3127,Holy Smoke (1999),Drama,144715,,,,,,
3128,"Map of the World, A (1999)",Drama,160513,,,,,,
3129,Sweet and Lowdown (1999),Comedy|Drama,158371,,,,,,
3130,Bonfire of the Vanities (1990),Comedy,99165,Brian De Palma,Tom Hanks|Bruce Willis|Melanie Griffith|Kim Cattrall|Saul Rubinek,125,English,5.6,United States
3131,Broadway Damage (1997),Comedy,118780,Victor Mignatti,Mara Hobel|Michael Lucas|Hugh Panaro|Aaron Williams|Alan Filderman,111,English,6.7,United States
3132,Daddy Long Legs (1919),Comedy,10040,Marshall Neilan,Mary Pickford|Milla Davenport|Percy Haswell|Fay Lemport|Mahlon Hamilton,85,English,6.5,United States
3133,Go West (1925),Comedy,15863,Buster Keaton,Howard Truesdale|Kathleen Myers|Ray Thompson|Brown Eyes|Buster Keaton,69,English,7.2,United States
3135,"Great Santini, The (1979)",Drama,79239,,,,,,
3136,"James Dean Story, The (1957)",Documentary,50558,Robert Altman|George W. George,Martin Gabel|James Dean|Lew Bracker|Marvin Carter|Patsy D'Amore,81,English,6.4,United States
3137,"Sea Wolves, The (1980)",Action|War,81470,,,,,,
3138,Stealing Home (1988),Drama,96171,,,,,,
3139,Tarzan the Fearless (1933),Action|Adventure,24645,,,,,,
3141,"Two Jakes, The (1990)",Drama,100828,Jack Nicholson,Jack Nicholson|Harvey Keitel|Meg Tilly|Madeleine Stowe|Eli Wallach,137,English,6.2,United States
3142,U2: Rattle and Hum (1988),Documentary|Musical,96328,Phil Joanou,Bono|The Edge|Adam Clayton|Larry Mullen Jr.|B.B. King,99,English,7.6,United States
3143,Hell in the Pacific (1968),Drama|War,63056,John Boorman,Lee Marvin|Toshirô Mifune,103,English|Japanese,7.3,United States
3144,"Glass Bottom Boat, The (1966)",Comedy|Romance,60463,Frank Tashlin,Doris Day|Rod Taylor|Arthur Godfrey|John McGiver|Paul Lynde,110,English,6.5,United States
3146,Deuce Bigalow: Male Gigolo (1999),Comedy,205000,Mike Mitchell,Rob Schneider|William Forsythe|Eddie Griffin|Arija Bareikis|Oded Fehr,88,English,5.7,United States
3147,"Green Mile, The (1999)",Drama|Thriller,120689,Frank Darabont,Tom Hanks|David Morse|Bonnie Hunt|Michael Clarke Duncan|James Cromwell,189,English|French,8.6,United States
3148,"Cider House Rules, The (1999)",Drama,124315,Lasse Hallström,Tobey Maguire|Charlize Theron|Delroy Lindo|Paul Rudd|Michael Caine,126,English,7.4,United States
3149,Diamonds (1999),Mystery,167423,John Asher,Kirk Douglas|Dan Aykroyd|Corbin Allred|Lauren Bacall|Kurt Fuller,91,English|Polish|German,5.4,Germany|United States
3150,"War Zone, The (1999)",Drama,141974,Tim Roth,Annabelle Apsion|Kate Ashfield|Lara Belmont|Freddie Cunliffe|Colin Farrell,98,English,7.3,Italy|United Kingdom
3151,"Bat Whispers, The (1930)",Crime|Drama|Mystery,20668,Roland West,Chance Ward|Richard Tucker|Wilson Benge|DeWitt Jennings|Sidney D'Albrook,83,English,6.4,United States
3152,"Last Picture Show, The (1971)",Drama,67328,Peter Bogdanovich,Timothy Bottoms|Jeff Bridges|Cybill Shepherd|Ben Johnson|Cloris Leachman,118,English,8.0,United States
3153,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,51337,Nathan Juran,Kerwin Mathews|Kathryn Grant|Richard Eyer|Torin Thatcher|Alec Mango,88,English,7.1,United Kingdom|United States
3154,Blood on the Sun (1945),Drama|War,37547,,,,,,
3155,Anna and the King (1999),Drama|Romance,166485,Andy Tennant,Jodie Foster|Yun-Fat Chow|Bai Ling|Tom Felton|Syed Alwi,148,English|Thai|French,6.7,United States
3156,Bicentennial Man (1999),Comedy|Drama|Sci-Fi,182789,Chris Columbus,Robin Williams|Embeth Davidtz|Sam Neill|Oliver Platt|Kiersten Warren,132,English,6.9,United States|Germany
3157,Stuart Little (1999),Children's|Comedy,164912,Rob Minkoff,Michael J. Fox|Geena Davis|Hugh Laurie|Jonathan Lipnicki|Nathan Lane,84,English|Dutch,5.9,Germany|United States
3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama,162866,Kaige Chen,Li Gong|Fengyi Zhang|Zhou Sun|Xiaohe Lü|Zhiwen Wang,162,Mandarin,7.2,China|Japan|France
3159,Fantasia 2000 (1999),Animation|Children's|Musical,120910,,,,,,
3160,Magnolia (1999),Drama,175880,,,,,,
3161,Onegin (1999),Drama,119079,Martha Fiennes,Ralph Fiennes|Liv Tyler|Toby Stephens|Lena Headey|Martin Donovan,106,English|French,6.9,United Kingdom|United States
3162,Simpatico (1999),Comedy|Drama,174204,Matthew Warchus,Nick Nolte|Jeff Bridges|Sharon Stone|Catherine Keener|Albert Finney,106,English,4.6,United Kingdom|France|United States
3163,Topsy-Turvy (1999),Drama,151568,Mike Leigh,Allan Corduner|Dexter Fletcher|Sukie Smith|Roger Heathcott|Wendy Nottingham,154,English|French|German|Italian|Japanese,7.3,United Kingdom|United States
3165,Boiling Point (1993),Action|Drama,106455,,,,,,
3166,Brenda Starr (1989),Adventure,96978,,,,,,
3167,Carnal Knowledge (1971),Drama,66892,Mike Nichols,Jack Nicholson|Ann-Margret|Art Garfunkel|Candice Bergen|Rita Moreno,98,English,7.0,United States
3168,Easy Rider (1969),Adventure|Drama,64276,Dennis Hopper,Peter Fonda|Dennis Hopper|Antonio Mendoza|Phil Spector|Mac Mashourian,95,English|Spanish|Greek|Ancient,7.3,United States
3170,Hi-Yo Silver (1940),Western,32590,John English|William Witney,Chief Thundercloud|Lynne Roberts|Stanley Andrews|George Cleveland|William Farnum,69,English,6.9,United States
3171,Room at the Top (1959),Drama,53226,Jack Clayton,Simone Signoret|Laurence Harvey|Heather Sears|Donald Wolfit|Donald Houston,117,English,7.5,United Kingdom
3172,Ulysses (Ulisse) (1954),Adventure,47630,Mario Camerini,Kirk Douglas|Silvana Mangano|Anthony Quinn|Rossana Podestà|Jacques Dumesnil,117,Italian|English,6.7,Italy|France|United States
3173,Any Given Sunday (1999),Drama,146838,Oliver Stone,Al Pacino|Cameron Diaz|Dennis Quaid|James Woods|Jamie Foxx,162,English,6.9,United States
3174,Man on the Moon (1999),Comedy|Drama,125664,,,,,,
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,177789,Dean Parisot,Tim Allen|Sigourney Weaver|Alan Rickman|Tony Shalhoub|Sam Rockwell,102,English,7.3,United States
3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,134119,Anthony Minghella,Matt Damon|Gwyneth Paltrow|Jude Law|Cate Blanchett|Philip Seymour Hoffman,139,English|Italian,7.4,United States
3178,"Hurricane, The (1999)",Drama,174856,Norman Jewison,Denzel Washington|Vicellous Shannon|Deborah Kara Unger|Liev Schreiber|John Hannah,146,English,7.6,United States
3179,Angela's Ashes (1999),Drama,145653,Alan Parker,Emily Watson|Robert Carlyle|Joe Breen|Ciaran Owens|Michael Legge,145,English,7.3,United States|Ireland
3180,Play it to the Bone (1999),Comedy|Drama,196857,,,,,,
3181,Titus (1999),Drama,120866,Julie Taymor,Osheen Jones|Dario D'Ambrosi|Anthony Hopkins|Jessica Lange|Raz Degan,162,English|Latin,7.1,United Kingdom|Italy|United States
3183,"Third Miracle, The (1999)",Drama,174268,Agnieszka Holland,Sofia Polanska|Pavol Simon|Ivan Lukac|Patrik Minar|Michael Rispoli,119,English,6.5,United States
3184,Montana (1998),Action|Comedy|Crime|Drama,119699,,,,,,
3185,Snow Falling on Cedars (1999),Drama,120834,Scott Hicks,Ethan Hawke|Yûki Kudô|Reeve Carney|Anne Suzuki|Rick Yune,127,English|Japanese|German,6.7,United States
3186,"Girl, Interrupted (1999)",Drama,172493,James Mangold,Winona Ryder|Angelina Jolie|Clea DuVall|Brittany Murphy|Elisabeth Moss,127,English,7.3,United States|Germany
3187,Trans (1998),Drama,169333,Julian Goldberger,Lynn Boyd|Jon Daugherty|Ryan Daugherty|Stephanie Davis|Edge,80,English,6.2,United States
3188,"Life and Times of Hank Greenberg, The (1998)",Documentary,208261,Aviva Kempner,Reeve Brenner|Hank Greenberg|Walter Matthau|Alan M. Dershowitz|Carl Levin,90,English,7.6,United States
3189,My Dog Skip (1999),Comedy,156812,Jay Russell,Luke Wilson|Frankie Muniz|Kevin Bacon|Diane Lane|Mark Beech,95,English|German,7.0,United States
3190,Supernova (2000),Adventure|Sci-Fi,134983,Walter Hill,James Spader|Angela Bassett|Robert Forster|Lou Diamond Phillips|Peter Facinelli,90,English,4.9,United States|Switzerland
3191,"Quarry, The (1998)",Drama,169156,Marion Hänsel,John Lynch|Jonny Phillips|Oscar Petersen|Sylvia Esau|Jody Abrahams,112,English|Afrikaans,6.4,Belgium|France|Netherlands|Spain
3193,Creature (1999),Documentary,198385,Parris Patton,Filberto Ascencio|Butch Dean|Dusty Dean|Stacey Dean,76,English,6.5,United States
3194,"Way We Were, The (1973)",Drama,70903,Sydney Pollack,Barbra Streisand|Robert Redford|Bradford Dillman|Lois Chiles|Patrick O'Neal,118,English|French,7.1,United States
3195,Tess of the Storm Country (1922),Drama,13662,John S. Robertson,Mary Pickford|Lloyd Hughes|Gloria Hope|David Torrence|Forrest Robinson,137,English,6.9,United States
3196,Stalag 17 (1953),Drama|War,46359,,,,,,
3197,"Presidio, The (1988)",Action,95897,Peter Hyams,Sean Connery|Mark Harmon|Meg Ryan|Jack Warden|Mark Blum,97,English,6.0,United States
3198,Papillon (1973),Drama,70511,Franklin J. Schaffner,Steve McQueen|Dustin Hoffman|Victor Jory|Don Gordon|Anthony Zerbe,151,English|Spanish,8.0,France|United States
3199,Pal Joey (1957),Comedy|Musical|Romance,50815,George Sidney,Rita Hayworth|Frank Sinatra|Kim Novak|Barbara Nichols|Bobby Sherwood,111,English,6.7,United States
3200,"Last Detail, The (1973)",Comedy|Drama,70290,Hal Ashby,Jack Nicholson|Otis Young|Randy Quaid|Clifton James|Carol Kane,104,English,7.5,United States
3201,Five Easy Pieces (1970),Drama,65724,Bob Rafelson,Jack Nicholson|Karen Black|Billy Green Bush|Fannie Flagg|Sally Struthers,98,English,7.5,United States
3202,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),Drama,65436,Werner Herzog,Helmut Döring|Paul Glauer|Gisela Hertwig|Hertel Minkner|Gertrud Piccini,96,German,6.9,West Germany
3203,Dead Calm (1989),Thriller,97162,Phillip Noyce,Nicole Kidman|Sam Neill|Billy Zane|Rod Mullinar|Joshua Tilden,96,English,6.8,Australia
3204,"Boys from Brazil, The (1978)",Thriller,77269,Franklin J. Schaffner,Gregory Peck|Laurence Olivier|James Mason|Lilli Palmer|Uta Hagen,125,English,7.0,United Kingdom|United States
3206,Against All Odds (1984),Romance,86859,,,,,,
3207,"Snows of Kilimanjaro, The (1952)",Adventure,45162,,,,,,
3209,"Loves of Carmen, The (1948)",Drama,40552,Charles Vidor,Rita Hayworth|Glenn Ford|Ron Randell|Victor Jory|Luther Adler,99,English,6.2,United States
3210,Fast Times at Ridgemont High (1982),Comedy,83929,Amy Heckerling,Sean Penn|Jennifer Jason Leigh|Judge Reinhold|Robert Romanus|Brian Backer,90,English,7.2,United States
3211,"Cry in the Dark, A (1988)",Drama,94924,,,,,,
3212,Born to Win (1971),Drama,66856,Ivan Passer,George Segal|Paula Prentiss|Karen Black|Jay Fletcher|Hector Elizondo,88,English,5.5,United States
3213,Batman: Mask of the Phantasm (1993),Animation|Children's,106364,Eric Radomski|Bruce Timm|Kevin Altieri,Kevin Conroy|Dana Delany|Hart Bochner|Stacy Keach|Abe Vigoda,76,English,7.8,United States
3214,American Flyers (1985),Drama,88707,,,,,,
3215,Voyage of the Damned (1976),Drama,75406,Stuart Rosenberg,Faye Dunaway|Oskar Werner|Lee Grant|Sam Wanamaker|Lynne Frederick,155,English,6.4,United Kingdom|United States
3217,"Star Is Born, A (1937)",Drama,29606,William A. Wellman|Jack Conway,Janet Gaynor|Fredric March|Adolphe Menjou|May Robson|Andy Devine,111,English,7.3,United States
3218,Poison (1991),Drama,102687,,,,,,
3219,Pacific Heights (1990),Thriller,100318,John Schlesinger,Melanie Griffith|Matthew Modine|Michael Keaton|Mako|Nobu McCarthy,102,English,6.4,United States
3220,Night Tide (1961),Drama,55230,Curtis Harrington,Dennis Hopper|Linda Lawson|Gavin Muir|Luana Anders|Marjorie Eaton,86,English|Greek,6.4,United States
3221,"Draughtsman's Contract, The (1982)",Drama,83851,,,,,,
3222,Carmen (1984),Drama,87034,Francesco Rosi,Julia Migenes|Plácido Domingo|Ruggero Raimondi|Faith Esham|François Le Roux,152,French,7.5,France|Italy
3223,"Zed & Two Noughts, A (1985)",Drama,90366,,,,,,
3224,Woman in the Dunes (Suna no onna) (1964),Drama,58625,,,,,,
3225,Down to You (2000),Comedy|Romance,186975,,,,,,
3226,Hellhounds on My Trail (1999),Documentary,197544,Robert Mugge,Roosevelt Barnes|Rory Block|R.L. Burnside|Guy Davis|Robert Johnson,,English,7.3,United States
3229,Another Man's Poison (1952),Crime|Drama,44364,Irving Rapper,Bette Davis|Gary Merrill|Emlyn Williams|Anthony Steel|Barbara Murray,90,English,6.9,United Kingdom
3230,"Odessa File, The (1974)",Thriller,71935,Ronald Neame,Jon Voight|Maximilian Schell|Maria Schell|Mary Tamm|Derek Jacobi,130,English|German,7.0,United Kingdom|West Germany
3231,"Saphead, The (1920)",Comedy,11652,,,,,,
3232,Seven Chances (1925),Comedy,16332,,,,,,
3233,Smashing Time (1967),Comedy,62281,,,,,,
3235,Where the Buffalo Roam (1980),Comedy,81748,Art Linson,Peter Boyle|Bill Murray|Bruno Kirby|Rene Auberjonois|R.G. Armstrong,99,English,6.7,United States
3236,Zachariah (1971),Western,68011,George Englund,John Rubinstein|Patricia Quinn|Don Johnson|Country Joe and the Fish|Elvin Jones,93,English,6.0,United States
3238,Eye of the Beholder (1999),Thriller,120662,Stephan Elliott,Ewan McGregor|Ashley Judd|Patrick Bergin|Geneviève Bujold|k.d. lang,109,English,5.1,Canada|United Kingdom|Australia
3239,Isn't She Great? (2000),Comedy,141399,Andrew Bergman,Bette Midler|Nathan Lane|Stockard Channing|David Hyde Pierce|John Cleese,95,English,5.4,United Kingdom|Germany|Canada|Japan|United States
3240,"Big Tease, The (1999)",Comedy,156639,,,,,,
3243,Encino Man (1992),Comedy,104187,Les Mayfield,Sean Astin|Brendan Fraser|Pauly Shore|Megan Ward|Robin Tunney,88,English,5.8,United States
3244,"Goodbye Girl, The (1977)",Comedy|Romance,76095,Herbert Ross,Richard Dreyfuss|Marsha Mason|Quinn Cummings|Paul Benedict|Barbara Rhoades,111,English|Japanese,7.4,United States
3245,I Am Cuba (Soy Cuba/Ya Kuba) (1964),Drama,58604,Mikhail Kalatozov,Sergio Corrieri|Salvador Wood|José Gallardo|Raúl García|Luz María Collazo,108,Spanish|English,8.2,Cuba|Soviet Union
3246,Malcolm X (1992),Drama,104797,,,,,,
3247,Sister Act (1992),Comedy|Crime,105417,Emile Ardolino,Whoopi Goldberg|Maggie Smith|Kathy Najimy|Wendy Makkena|Mary Wickes,100,English,6.4,United States
3248,Sister Act 2: Back in the Habit (1993),Comedy,108147,,,,,,
3249,"Hand That Rocks the Cradle, The (1992)",Thriller,104389,Curtis Hanson,Annabella Sciorra|Rebecca De Mornay|Matt McCoy|Ernie Hudson|Julianne Moore,110,English,6.6,United States
3250,Alive (1993),Drama,106246,Frank Marshall,Ethan Hawke|Vincent Spano|Josh Hamilton|Bruce Ramsay|John Newton,120,English,7.1,United States|Canada
3251,Agnes of God (1985),Drama|Mystery,88683,,,,,,
3252,Scent of a Woman (1992),Drama,105323,Martin Brest,Al Pacino|Chris O'Donnell|James Rebhorn|Gabrielle Anwar|Philip Seymour Hoffman,156,English,8.0,United States
3253,Wayne's World (1992),Comedy,105793,Penelope Spheeris,Mike Myers|Dana Carvey|Rob Lowe|Tia Carrere|Brian Doyle-Murray,94,English|Cantonese,7.0,United States
3254,Wayne's World 2 (1993),Comedy,108525,Stephen Surjik,Mike Myers|Dana Carvey|Christopher Walken|Tia Carrere|Chris Farley,95,English|Cantonese,6.2,United States
3255,"League of Their Own, A (1992)",Comedy|Drama,104694,,,,,,
3256,Patriot Games (1992),Action|Thriller,105112,Phillip Noyce,Harrison Ford|Anne Archer|Patrick Bergin|Sean Bean|Thora Birch,117,English,6.9,United States
3257,"Bodyguard, The (1992)",Action|Drama|Romance|Thriller,103855,Mick Jackson,Kevin Costner|Whitney Houston|Gary Kemp|Bill Cobbs|Ralph Waite,129,English,6.3,United States
3258,Death Becomes Her (1992),Comedy,104070,Robert Zemeckis,Meryl Streep|Bruce Willis|Goldie Hawn|Isabella Rossellini|Ian Ogilvy,104,English,6.6,United States
3259,Far and Away (1992),Drama|Romance,104231,Ron Howard,Tom Cruise|Nicole Kidman|Thomas Gibson|Robert Prosky|Barbara Babcock,140,English,6.6,United States
3260,Howards End (1992),Drama,104454,James Ivory,Vanessa Redgrave|Helena Bonham Carter|Joseph Bennett|Emma Thompson|Prunella Scales,142,English|German,7.4,United Kingdom|Japan|United States
3261,Singles (1992),Comedy|Drama|Romance,105415,Cameron Crowe,Bridget Fonda|Campbell Scott|Kyra Sedgwick|Sheila Kelley|Jim True-Frost,99,English,6.7,United States
3262,Twin Peaks: Fire Walk with Me (1992),Drama|Mystery,105665,David Lynch,Sheryl Lee|Ray Wise|Mädchen Amick|Dana Ashbrook|Phoebe Augustine,134,English,7.3,United States|France
3263,White Men Can't Jump (1992),Comedy,105812,Ron Shelton,Wesley Snipes|Woody Harrelson|Rosie Perez|Tyra Ferrell|Cylk Cozart,115,English,6.8,United States
3264,Buffy the Vampire Slayer (1992),Comedy|Horror,103893,Fran Rubel Kuzui,Kristy Swanson|Donald Sutherland|Paul Reubens|Rutger Hauer|Luke Perry,86,English,5.6,United States
3267,"Mariachi, El (1992)",Action|Thriller,104815,Robert Rodriguez,Carlos Gallardo|Consuelo Gómez|Jaime de Hoyos|Peter Marquardt|Reinol Martinez,81,Spanish,6.9,Mexico|United States
3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy,105477,Roger Spottiswoode,Sylvester Stallone|Estelle Getty|JoBeth Williams|Roger Rees|Martin Ferrero,87,English,4.3,United States
3269,Forever Young (1992),Adventure|Romance|Sci-Fi,104291,Steve Miner,Mel Gibson|Jamie Lee Curtis|Elijah Wood|Isabel Glasser|George Wendt,102,English,6.3,United States
3270,"Cutting Edge, The (1992)",Drama,104040,,,,,,
3271,Of Mice and Men (1992),Drama,105046,Gary Sinise,John Malkovich|Gary Sinise|Ray Walston|Casey Siemaszko|Sherilyn Fenn,115,English,7.5,United States
3272,Bad Lieutenant (1992),Crime|Drama,103759,Abel Ferrara,Harvey Keitel|Brian McElroy|Frank Acciarito|Peggy Gormley|Stella Keitel,96,English|Spanish,7.1,United States
3273,Scream 3 (2000),Horror|Mystery|Thriller,134084,Wes Craven,Liev Schreiber|Beth Toussaint|Roger Jackson|Kelly Rutherford|Neve Campbell,116,English,5.5,United States
3274,Single White Female (1992),Action,105414,,,,,,
3276,Gun Shy (2000),Comedy,171356,,,,,,
3278,Gendernauts (1999),Documentary,192069,Monika Treut,Susan Stryker|Texas Tomboy|Annie Sprinkle|Jordi Jones|Stafford,87,English,5.9,United States|Germany
3280,"Baby, The (1973)",Horror,69754,,,,,,
3281,"Brandon Teena Story, The (1998)",Documentary,144801,Susan Muska|Gréta Olafsdóttir,Daphne|Reanna|Gina|Shaun|JoAnn,89,English,7.2,United States
3282,Different for Girls (1996),Comedy,116102,,,,,,
3283,Minnie and Moskowitz (1971),Action,67433,John Cassavetes,Gena Rowlands|Seymour Cassel|Val Avery|Timothy Carey|Katherine Cassavetes,114,English,7.3,United States
3284,They Might Be Giants (1971),Comedy|Romance,67848,Anthony Harvey,George C. Scott|Joanne Woodward|Jack Gilford|Lester Rawlins|Al Lewis,98,English,6.8,United States
3285,"Beach, The (2000)",Adventure|Drama,163978,Danny Boyle,Leonardo DiCaprio|Daniel York|Patcharawan Patarakijjanon|Virginie Ledoyen|Guillaume Canet,119,English|French|Swedish|Thai|Serbian,6.7,United States|United Kingdom
3286,Snow Day (2000),Comedy,184907,Chris Koch,Chris Elliott|Mark Webber|Jean Smart|Schuyler Fisk|Iggy Pop,89,English,5.1,United States
3287,"Tigger Movie, The (2000)",Animation|Children's,220099,Jun Falkenstein,Jim Cummings|Nikita Hopkins|Ken Sansom|John Fiedler|Peter Cullen,77,English,6.3,United States|Japan
3288,Cotton Mary (1999),Drama,159373,,,,,,
3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,209189,Yimou Zhang,Minzhi Wei|Huike Zhang|Zhenda Tian|Enman Gao|Zhimei Sun,106,Mandarin,7.7,China
3290,Soft Toilet Seats (1999),Comedy,171764,Tina Valinsky,David Rosen|Alexa Jago|Jonathan Aube|Sammi Davis|Michael Greene,107,English,5.2,United States
3291,Trois (2000),Thriller,217107,Rob Hardy,Gary Dourdan|Gretchen Palmer|Kenya Moore|Soloman K. Smith|Thomas Jefferson Byrd,93,English,4.1,United States
3292,"Big Combo, The (1955)",Film-Noir,47878,Joseph H. Lewis,Cornel Wilde|Richard Conte|Brian Donlevy|Jean Wallace|Robert Middleton,87,English|Swedish,7.4,United States
3293,Conceiving Ada (1997),Drama|Sci-Fi,118882,Lynn Hershman-Leeson,Tilda Swinton|Francesca Faridany|Timothy Leary|Karen Black|John O'Keefe,85,English,4.9,United States|Germany
3295,Raining Stones (1993),Drama,107920,,,,,,
3296,To Sir with Love (1967),Drama,62376,James Clavell,Sidney Poitier|Christian Roberts|Judy Geeson|Suzy Kendall|Ann Bell,105,English,7.7,United Kingdom
3297,With Byrd at the South Pole (1930),Documentary,20594,,,,,,
3298,Boiler Room (2000),Drama,181984,Ben Younger,Giovanni Ribisi|Vin Diesel|Nia Long|Nicky Katt|Scott Caan,120,English|Russian,7.0,United States
3299,Hanging Up (2000),Comedy|Drama,162983,Diane Keaton,Meg Ryan|Diane Keaton|Lisa Kudrow|Walter Matthau|Adam Arkin,94,English,4.9,Germany|United States
3300,Pitch Black (2000),Action|Sci-Fi,134847,David Twohy,Vin Diesel|Radha Mitchell|Cole Hauser|Keith David|Lewis Fitz-Gerald,109,English|Arabic,7.1,United States|Australia
3301,"Whole Nine Yards, The (2000)",Comedy|Crime,190138,,,,,,
3302,Beautiful People (1999),Comedy,159272,,,,,,
3304,Blue Collar (1978),Crime|Drama,77248,,,,,,
3305,Bluebeard (1944),Film-Noir|Horror,36653,Edgar G. Ulmer,John Carradine|Jean Parker|Nils Asther|Ludwig Stössel|George Pembroke,72,English,5.9,United States
3306,"Circus, The (1928)",Comedy,18773,Charles Chaplin,Al Ernest Garcia|Merna Kennedy|Harry Crocker|George Davis|Henry Bergman,72,English,8.2,United States
3307,City Lights (1931),Comedy|Drama|Romance,21749,Charles Chaplin,Virginia Cherrill|Florence Lee|Harry Myers|Al Ernest Garcia|Hank Mann,87,English,8.5,United States
3308,"Flamingo Kid, The (1984)",Comedy|Drama,87265,,,,,,
3310,"Kid, The (1921)",Action,12349,Charles Chaplin,Carl Miller|Edna Purviance|Jackie Coogan|Charles Chaplin|Albert Austin,68,English,8.3,United States
3311,"Man from Laramie, The (1955)",Western,48342,Anthony Mann,James Stewart|Arthur Kennedy|Donald Crisp|Cathy O'Donnell|Alex Nicol,103,English,7.4,United States
3312,"McCullochs, The (1975)",Drama,73902,,,,,,
3313,Class Reunion (1982),Comedy,84395,Michael Miller,Gerrit Graham|Michael Lerner|Fred McCarren|Miriam Flynn|Stephen Furst,84,English,4.8,United States
3314,"Big Trees, The (1952)",Action|Drama,44420,Felix E. Feist,Kirk Douglas|Eve Miller|Patrice Wymore|Edgar Buchanan|John Archer,89,English,5.7,United States
3315,Happy Go Lovely (1951),Musical,43618,,,,,,
3316,Reindeer Games (2000),Action|Thriller,184858,John Frankenheimer,Ben Affleck|James Frain|Dana Stubblefield|Mark Acheson|Tom Heaton,104,English,5.8,United States
3317,Wonder Boys (2000),Comedy|Drama,185014,,,,,,
3319,Judy Berlin (1999),Drama,181618,,,,,,
3321,"Waiting Game, The (2000)",Comedy,235872,Ken Liotti,Will Arnett|Debbon Ayer|Dwight Ewell|Eddie Malavarca|Terumi Matthews,85,English,5.3,United States
3322,3 Strikes (2000),Comedy,199290,DJ Pooh,Brian Hooks|N'Bushe Wright|Faizon Love|E-40|Starletta DuPois,82,English,4.7,United States
3323,Chain of Fools (2000),Comedy|Crime,194368,Pontus Löwenhielm|Patrick von Krusenstjerna,Steve Zahn|Salma Hayek|Jeff Goldblum|Elijah Wood|David Cross,98,English,6.1,United States
3324,Drowning Mona (2000),Comedy,186045,Nick Gomez,Danny DeVito|Bette Midler|Neve Campbell|Jamie Lee Curtis|Casey Affleck,96,English,5.7,United States
3325,"Next Best Thing, The (2000)",Comedy|Drama,156841,John Schlesinger,Madonna|Rupert Everett|Benjamin Bratt|Illeana Douglas|Michael Vartan,108,English|French,4.6,United States
3326,What Planet Are You From? (2000),Comedy|Sci-Fi,181151,Mike Nichols,Garry Shandling|Annette Bening|John Goodman|Greg Kinnear|Ben Kingsley,105,English,5.6,United States
3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,165798,Jim Jarmusch,Forest Whitaker|John Tormey|Cliff Gorman|Dennis Liu|Frank Minucci,116,English|French,7.5,France|Germany|United States|Japan
3329,"Year My Voice Broke, The (1987)",Drama,94347,John Duigan,Noah Taylor|Loene Carmen|Ben Mendelsohn|Graeme Blundell|Lynette Curran,103,English,7.4,Australia
3330,Splendor in the Grass (1961),Drama,55471,Elia Kazan,Natalie Wood|Pat Hingle|Audrey Christie|Barbara Loden|Zohra Lampert,124,English,7.8,United States
3331,My Tutor (1983),Drama,85980,George Bowers,Caren Kaye|Matt Lattanzi|Kevin McCarthy|Clark Brandon|Bruce Bauer,97,English,5.2,United States
3332,"Legend of Lobo, The (1962)",Adventure|Children's,56173,,,,,,
3333,"Killing of Sister George, The (1968)",Drama,63185,,,,,,
3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,40506,John Huston,Humphrey Bogart|Edward G. Robinson|Lauren Bacall|Lionel Barrymore|Claire Trevor,100,English|Italian,7.8,United States
3335,Jail Bait (1954),Crime|Drama,47127,Edward D. Wood Jr.,Lyle Talbot|Dolores Fuller|Herbert Rawlinson|Steve Reeves|Clancy Malone,71,English,3.5,United States
3338,For All Mankind (1989),Documentary,97372,Al Reinert,Jim Lovell|Russell Schweickart|Eugene Cernan|Michael Collins|Charles Conrad,80,English,8.2,United States
3339,Cross of Iron (1977),War,74695,Sam Peckinpah,James Coburn Rolf Steiner)|Maximilian Schell|James Mason|David Warner|Klaus Löwitsch,132,English|Russian|French|German,7.5,United Kingdom|West Germany
3341,Born Yesterday (1950),Comedy,42276,George Cukor,Judy Holliday|Broderick Crawford|William Holden|Howard St. John|Frank Otto,103,English,7.6,United States
3342,Birdy (1984),Drama|War,86969,Alan Parker,Matthew Modine|Nicolas Cage|John Harkins|Sandy Baron|Karen Young,120,English,7.3,United States
3343,And God Created Woman (1988),Comedy|Drama|Romance,92559,Roger Vadim,Rebecca De Mornay|Vincent Spano|Frank Langella|Donovan Leitch Jr.|Judith Chapman,100,English,4.3,United States
